ts_iso,batt_v,airspeed_ms,groundspeed_ms,roll_deg,pitch_deg,yaw_deg,lat,lon,alt_m
2025-10-17T15:47:39.649068+00:00,,,,,,,,,
2025-10-17T15:47:40.268926+00:00,,,,,,,,,
2025-10-17T15:47:40.870904+00:00,,,,,,,,,
2025-10-17T15:47:41.528241+00:00,,,,,,,,,
2025-10-17T15:47:43.033827+00:00,,,,,,,,,
2025-10-17T15:47:43.638842+00:00,,,,,,,,,
2025-10-17T15:47:44.241876+00:00,,,,,,,,,
2025-10-17T15:47:44.860304+00:00,11.112,11.160,,4.195,1.522,,,,
2025-10-17T15:47:45.463657+00:00,11.124,11.879,,7.548,2.868,,,,
2025-10-17T15:47:46.085021+00:00,11.137,11.926,,9.609,3.983,,,,
2025-10-17T15:47:46.700273+00:00,11.149,11.262,,9.887,4.711,,,,
2025-10-17T15:47:47.323869+00:00,11.161,10.119,,8.328,4.998,,,,
2025-10-17T15:47:47.927716+00:00,11.172,8.964,,5.324,4.816,,,,
2025-10-17T15:47:48.534655+00:00,11.183,8.173,,1.362,4.194,,,,
2025-10-17T15:47:49.137089+00:00,11.194,8.033,,-2.813,3.198,,,,
2025-10-17T15:47:49.742304+00:00,11.205,8.590,,-6.509,1.907,,,,
2025-10-17T15:47:50.352514+00:00,11.215,9.657,,-9.069,0.431,,,,
2025-10-17T15:47:50.956977+00:00,11.224,10.837,,-9.999,-1.072,,,,
2025-10-17T15:47:51.563940+00:00,11.234,11.724,,-9.159,-2.482,,,,
2025-10-17T15:47:52.167905+00:00,11.242,11.995,,-6.705,-3.661,,,,
2025-10-17T15:47:52.779171+00:00,11.251,11.551,,-3.022,-4.516,,,,
2025-10-17T15:47:53.384245+00:00,11.258,10.557,,1.163,-4.950,,,,
2025-10-17T15:47:53.989807+00:00,11.266,9.365,,5.145,-4.935,,,,
2025-10-17T15:47:54.597415+00:00,11.272,8.396,,8.225,-4.468,,,,
2025-10-17T15:47:55.215342+00:00,11.278,8.000,,9.852,-3.574,,,,
2025-10-17T15:47:55.834049+00:00,11.283,8.346,,9.662,-2.340,,,,
2025-10-17T15:47:56.436891+00:00,11.288,9.274,,7.759,-0.923,,,,
2025-10-17T15:47:57.066029+00:00,11.292,10.510,,4.330,0.643,,,,
2025-10-17T15:47:57.674958+00:00,11.295,11.525,,0.215,2.100,,,,
2025-10-17T15:47:58.288120+00:00,11.297,11.992,,-3.965,3.371,,,,
2025-10-17T15:47:58.899910+00:00,11.299,11.735,,-7.419,4.327,,,,
2025-10-17T15:47:59.573375+00:00,11.300,10.735,,-9.655,4.912,,,,
2025-10-17T15:48:00.181814+00:00,11.300,9.540,,-9.868,4.966,,,,
2025-10-17T15:48:00.787766+00:00,11.299,8.513,,-8.328,4.567,,,,
2025-10-17T15:48:01.394433+00:00,11.298,8.016,,-5.308,3.751,,,,
2025-10-17T15:48:02.002676+00:00,11.296,8.228,,-1.333,2.589,,,,
2025-10-17T15:48:02.616329+00:00,11.293,9.085,,2.915,1.176,,,,
2025-10-17T15:48:03.228906+00:00,11.289,10.274,,6.629,-0.344,,,,
2025-10-17T15:48:03.834499+00:00,11.285,11.353,,9.122,-1.815,,,,
2025-10-17T15:48:04.437761+00:00,11.280,11.950,,10.000,-3.118,,,,
