ts_iso,batt_v,airspeed_ms,groundspeed_ms,roll_deg,pitch_deg,yaw_deg,lat,lon,alt_m
2025-10-18T09:26:52.740580+00:00,,,,,,,,,
2025-10-18T09:26:53.349785+00:00,,,,,,,,,
2025-10-18T09:26:53.951500+00:00,,,,,,,,,
2025-10-18T09:26:54.555464+00:00,,,,,,,,,
2025-10-18T09:26:55.534067+00:00,,,,,,,,,
2025-10-18T09:26:56.559838+00:00,,,,,,,,,
2025-10-18T09:26:57.165700+00:00,,,,,,,,,
2025-10-18T09:26:57.781070+00:00,11.112,11.159,,4.193,1.521,,,,
2025-10-18T09:26:58.385201+00:00,11.124,11.880,,7.550,2.869,,,,
2025-10-18T09:26:59.013544+00:00,11.137,11.922,,9.623,3.994,,,,
2025-10-18T09:26:59.647243+00:00,11.149,11.222,,9.859,4.732,,,,
2025-10-18T09:27:00.255160+00:00,11.161,10.099,,8.288,4.998,,,,
2025-10-18T09:27:00.874693+00:00,11.173,8.920,,5.170,4.798,,,,
2025-10-18T09:27:01.503531+00:00,11.184,8.137,,1.030,4.128,,,,
2025-10-18T09:27:02.106630+00:00,11.195,8.053,,-3.136,3.104,,,,
2025-10-18T09:27:02.719321+00:00,11.205,8.671,,-6.801,1.777,,,,
2025-10-18T09:27:03.331105+00:00,11.216,9.770,,-9.231,0.287,,,,
2025-10-18T09:27:03.794987+00:00,11.223,10.684,,-9.976,-0.868,,,,
2025-10-18T09:27:04.401773+00:00,11.232,11.633,,-9.377,-2.299,,,,
2025-10-18T09:27:05.010103+00:00,11.241,12.000,,-7.105,-3.523,,,,
2025-10-18T09:27:05.631744+00:00,11.250,11.634,,-3.476,-4.440,,,,
2025-10-18T09:27:06.242052+00:00,11.258,10.678,,0.721,-4.926,,,,
2025-10-18T09:27:06.852540+00:00,11.265,9.477,,4.790,-4.956,,,,
2025-10-18T09:27:07.481491+00:00,11.272,8.441,,8.074,-4.509,,,,
2025-10-18T09:27:08.096323+00:00,11.278,8.004,,9.799,-3.644,,,,
2025-10-18T09:27:08.813203+00:00,11.284,8.414,,9.550,-2.211,,,,
2025-10-18T09:27:09.434078+00:00,11.288,9.418,,7.413,-0.735,,,,
2025-10-18T09:27:10.042362+00:00,11.292,10.616,,3.979,0.779,,,,
2025-10-18T09:27:10.652834+00:00,11.295,11.595,,-0.182,2.228,,,,
2025-10-18T09:27:11.262475+00:00,11.297,11.999,,-4.304,3.468,,,,
2025-10-18T09:27:11.871127+00:00,11.299,11.683,,-7.649,4.388,,,,
2025-10-18T09:27:12.478545+00:00,11.300,10.765,,-9.625,4.904,,,,
2025-10-18T09:27:13.085553+00:00,11.300,9.574,,-9.887,4.971,,,,
2025-10-18T09:27:13.688417+00:00,11.299,8.541,,-8.407,4.588,,,,
2025-10-18T09:27:14.293730+00:00,11.298,8.022,,-5.437,3.787,,,,
2025-10-18T09:27:14.904102+00:00,11.296,8.210,,-1.470,2.631,,,,
2025-10-18T09:27:15.509650+00:00,11.293,9.036,,2.728,1.244,,,,
2025-10-18T09:27:16.117435+00:00,11.290,10.210,,6.456,-0.262,,,,
2025-10-18T09:27:16.117435+00:00,11.290,10.210,,6.456,-0.262,,,,
2025-10-18T09:27:20.033529+00:00,11.251,8.459,,-2.969,-4.524,,,,
2025-10-18T09:27:20.640748+00:00,11.243,8.007,,-6.643,-3.681,,,,
2025-10-18T09:27:21.245980+00:00,11.234,8.265,,-9.128,-2.505,,,,
2025-10-18T09:27:21.922795+00:00,11.224,9.271,,-9.986,-0.927,,,,
2025-10-18T09:27:22.895496+00:00,11.208,11.129,,-7.425,1.477,,,,
2025-10-18T09:27:23.502980+00:00,11.197,11.869,,-4.000,2.838,,,,
2025-10-18T09:27:24.111890+00:00,11.186,11.940,,0.147,3.942,,,,
2025-10-18T09:27:24.723718+00:00,11.175,11.309,,4.286,4.685,,,,
2025-10-18T09:27:25.330643+00:00,11.164,10.213,,7.629,4.993,,,,
2025-10-18T09:27:25.941739+00:00,11.152,9.033,,9.624,4.842,,,,
2025-10-18T09:27:26.582645+00:00,11.140,8.178,,9.850,4.202,,,,
2025-10-18T09:27:27.189219+00:00,11.128,8.033,,8.264,3.201,,,,
2025-10-18T09:27:28.413126+00:00,11.103,9.670,,1.158,0.414,,,,
2025-10-18T09:27:29.020709+00:00,11.091,10.855,,-3.044,-1.096,,,,
2025-10-18T09:27:29.627518+00:00,11.079,11.733,,-6.699,-2.503,,,,
2025-10-18T09:27:30.236060+00:00,11.067,11.993,,-9.168,-3.685,,,,
2025-10-18T09:27:30.844959+00:00,11.055,11.536,,-9.999,-4.529,,,,
2025-10-18T09:27:31.932597+00:00,11.034,9.579,,-7.132,-4.972,,,,
2025-10-18T09:27:32.541333+00:00,11.023,8.537,,-3.596,-4.585,,,,
2025-10-18T09:27:33.144691+00:00,11.012,8.021,,0.545,-3.785,,,,
2025-10-18T09:27:33.752980+00:00,11.001,8.209,,4.620,-2.633,,,,
2025-10-18T09:27:34.360346+00:00,10.991,9.038,,7.867,-1.241,,,,
2025-10-18T09:27:34.965088+00:00,10.981,10.206,,9.709,0.257,,,,
2025-10-18T09:27:35.572130+00:00,10.971,11.304,,9.833,1.738,,,,
2025-10-18T09:27:36.180893+00:00,10.962,11.937,,8.202,3.063,,,,
2025-10-18T09:27:36.784185+00:00,10.954,11.878,,5.137,4.099,,,,
2025-10-18T09:27:37.391386+00:00,10.946,11.149,,1.142,4.768,,,,
2025-10-18T09:27:37.998084+00:00,10.938,10.011,,-3.053,5.000,,,,
2025-10-18T09:27:38.609768+00:00,10.931,8.861,,-6.731,4.772,,,,
2025-10-18T09:27:39.436853+00:00,10.923,8.019,,-9.681,3.770,,,,
2025-10-18T09:27:40.045113+00:00,10.918,8.217,,-9.852,2.614,,,,
2025-10-18T09:27:40.648150+00:00,10.913,9.046,,-8.284,1.230,,,,
2025-10-18T09:27:41.790005+00:00,10.906,11.202,,-1.761,-1.584,,,,
2025-10-18T09:27:42.394376+00:00,10.904,11.897,,2.436,-2.924,,,,
2025-10-18T09:27:43.006991+00:00,10.902,11.916,,6.248,-4.011,,,,
2025-10-18T09:27:43.616981+00:00,10.900,11.242,,8.921,-4.722,,,,
2025-10-18T09:27:44.238311+00:00,10.900,10.097,,9.994,-4.999,,,,
2025-10-18T09:27:44.842423+00:00,10.900,8.945,,9.253,-4.808,,,,
2025-10-18T09:27:45.478433+00:00,10.901,8.142,,6.718,-4.138,,,,
2025-10-18T09:27:46.085144+00:00,10.903,8.052,,3.069,-3.111,,,,
2025-10-18T09:27:46.776906+00:00,10.906,8.787,,-1.714,-1.600,,,,
2025-10-18T09:27:47.565895+00:00,10.911,10.274,,-6.628,0.343,,,,
2025-10-18T09:27:48.215514+00:00,10.915,11.417,,-9.243,1.917,,,,
2025-10-18T09:27:49.610360+00:00,10.928,11.638,,-8.338,4.435,,,,
2025-10-18T09:27:50.222302+00:00,10.934,10.681,,-5.291,4.925,,,,
2025-10-18T09:27:50.830503+00:00,10.941,9.485,,-1.314,4.958,,,,
2025-10-18T09:27:51.437142+00:00,10.949,8.475,,2.887,4.537,,,,
2025-10-18T09:27:52.044485+00:00,10.957,8.009,,6.579,3.702,,,,
2025-10-18T09:27:52.669322+00:00,10.966,8.273,,9.149,2.489,,,,
2025-10-18T09:27:53.272688+00:00,10.975,9.150,,10.000,1.089,,,,
2025-10-18T09:27:53.879103+00:00,10.985,10.333,,9.084,-0.418,,,,
2025-10-18T09:27:54.484873+00:00,10.995,11.397,,6.559,-1.885,,,,
2025-10-18T09:27:55.097013+00:00,11.006,11.966,,2.829,-3.193,,,,
2025-10-18T09:27:55.704471+00:00,11.017,11.824,,-1.379,-4.198,,,,
2025-10-18T09:27:56.312237+00:00,11.028,11.030,,-5.344,-4.818,,,,
2025-10-18T09:27:56.915409+00:00,11.039,9.876,,-8.338,-4.998,,,,
2025-10-18T09:27:58.026903+00:00,11.061,8.156,,-9.814,-4.163,,,,
2025-10-18T09:27:58.633139+00:00,11.073,8.044,,-8.152,-3.147,,,,
2025-10-18T09:27:59.257662+00:00,11.085,8.656,,-4.934,-1.801,,,,
2025-10-18T09:27:59.867821+00:00,11.097,9.747,,-0.888,-0.317,,,,
2025-10-18T09:28:00.493645+00:00,11.110,10.957,,3.421,1.234,,,,
2025-10-18T09:28:01.096973+00:00,11.122,11.784,,6.972,2.618,,,,
2025-10-18T09:28:01.706974+00:00,11.134,11.980,,9.315,3.776,,,,
2025-10-18T09:28:02.313634+00:00,11.146,11.466,,9.986,4.583,,,,
2025-10-18T09:28:02.924393+00:00,11.158,10.421,,8.870,4.972,,,,
