ts_iso,batt_v,airspeed_ms,groundspeed_ms,roll_deg,pitch_deg,yaw_deg,lat,lon,alt_m
2025-10-17T16:40:54.906662+00:00,,,,,,,,,
2025-10-17T16:40:55.515889+00:00,,,,,,,,,
2025-10-17T16:40:56.117602+00:00,,,,,,,,,
2025-10-17T16:40:56.721837+00:00,,,,,,,,,
2025-10-17T16:40:57.706221+00:00,,,,,,,,,
2025-10-17T16:40:58.720532+00:00,,,,,,,,,
2025-10-17T16:40:59.326172+00:00,,,,,,,,,
2025-10-17T16:40:59.941399+00:00,11.112,11.159,,4.191,1.520,,,,
2025-10-17T16:41:00.545240+00:00,11.124,11.879,,7.547,2.868,,,,
2025-10-17T16:41:01.166697+00:00,11.137,11.926,,9.609,3.983,,,,
2025-10-17T16:41:01.779854+00:00,11.149,11.266,,9.890,4.709,,,,
2025-10-17T16:41:02.382516+00:00,11.160,10.165,,8.416,4.996,,,,
2025-10-17T16:41:03.021621+00:00,11.172,8.944,,5.252,4.808,,,,
2025-10-17T16:41:03.630541+00:00,11.184,8.162,,1.263,4.175,,,,
2025-10-17T16:41:04.237081+00:00,11.194,8.040,,-2.935,3.163,,,,
2025-10-17T16:41:04.842106+00:00,11.205,8.616,,-6.605,1.865,,,,
2025-10-17T16:41:05.449157+00:00,11.215,9.686,,-9.113,0.393,,,,
2025-10-17T16:41:06.055714+00:00,11.225,10.868,,-10.000,-1.113,,,,
2025-10-17T16:41:06.664758+00:00,11.234,11.743,,-9.104,-2.524,,,,
2025-10-17T16:41:07.267833+00:00,11.243,11.992,,-6.610,-3.692,,,,
2025-10-17T16:41:07.899675+00:00,11.251,11.501,,-2.762,-4.557,,,,
2025-10-17T16:41:08.506402+00:00,11.259,10.479,,1.443,-4.963,,,,
2025-10-17T16:41:09.113566+00:00,11.266,9.286,,5.395,-4.917,,,,
2025-10-17T16:41:09.723437+00:00,11.272,8.344,,8.397,-4.417,,,,
2025-10-17T16:41:10.637658+00:00,11.281,8.101,,9.978,-2.930,,,,
2025-10-17T16:41:11.241403+00:00,11.286,8.792,,8.830,-1.593,,,,
2025-10-17T16:41:11.851585+00:00,11.290,9.923,,6.093,-0.096,,,,
2025-10-17T16:41:12.456317+00:00,11.293,11.073,,2.297,1.397,,,,
2025-10-17T16:41:13.062603+00:00,11.296,11.844,,-1.914,2.767,,,,
