ts_iso,batt_v,airspeed_ms,groundspeed_ms,roll_deg,pitch_deg,yaw_deg,lat,lon,alt_m
2025-10-14T07:18:54.526477+00:00,,,,,,,,,
2025-10-14T07:18:55.137084+00:00,,,,,,,,,
2025-10-14T07:18:55.739045+00:00,,,,,,,,,
2025-10-14T07:18:56.341577+00:00,,,,,,,,,
2025-10-14T07:20:19.692167+00:00,,,,,,,,,
2025-10-14T07:20:20.300149+00:00,,,,,,,,,
2025-10-14T07:20:20.502347+00:00,11.112,11.144,,4.135,1.499,,,,
2025-10-14T07:20:21.118057+00:00,11.124,11.881,,7.561,2.874,,,,
2025-10-14T07:20:21.740814+00:00,11.137,11.924,,9.617,3.989,,,,
2025-10-14T07:20:22.369475+00:00,11.149,11.235,,9.868,4.726,,,,
2025-10-14T07:20:22.974633+00:00,11.161,10.120,,8.331,4.998,,,,
2025-10-14T07:20:23.580083+00:00,11.172,8.963,,5.319,4.815,,,,
2025-10-14T07:20:24.182770+00:00,11.183,8.176,,1.385,4.199,,,,
2025-10-14T07:20:24.791650+00:00,11.194,8.034,,-2.833,3.192,,,,
2025-10-14T07:20:25.400749+00:00,11.205,8.600,,-6.546,1.891,,,,
2025-10-14T07:20:26.005087+00:00,11.215,9.659,,-9.072,0.428,,,,
2025-10-14T07:20:26.607035+00:00,11.224,10.835,,-9.999,-1.068,,,,
2025-10-14T07:20:27.215941+00:00,11.234,11.724,,-9.157,-2.483,,,,
2025-10-14T07:20:27.824696+00:00,11.243,11.994,,-6.678,-3.670,,,,
2025-10-14T07:20:28.428533+00:00,11.251,11.554,,-3.036,-4.514,,,,
2025-10-14T07:20:29.030977+00:00,11.258,10.566,,1.130,-4.949,,,,
2025-10-14T07:20:29.636497+00:00,11.265,9.374,,5.116,-4.937,,,,
2025-10-14T07:20:30.247074+00:00,11.272,8.398,,8.217,-4.470,,,,
2025-10-14T07:20:30.851139+00:00,11.278,8.001,,9.832,-3.602,,,,
2025-10-14T07:20:31.456488+00:00,11.283,8.314,,9.713,-2.404,,,,
2025-10-14T07:20:32.061390+00:00,11.288,9.224,,7.877,-0.989,,,,
2025-10-14T07:20:32.666451+00:00,11.291,10.411,,4.649,0.516,,,,
2025-10-14T07:20:33.272711+00:00,11.295,11.453,,0.591,1.977,,,,
2025-10-14T07:20:33.879737+00:00,11.297,11.977,,-3.576,3.259,,,,
2025-10-14T07:20:34.483900+00:00,11.299,11.798,,-7.094,4.240,,,,
2025-10-14T07:20:35.088663+00:00,11.300,10.981,,-9.363,4.837,,,,
2025-10-14T07:20:35.697318+00:00,11.300,9.808,,-9.977,4.994,,,,
2025-10-14T07:20:36.306826+00:00,11.300,8.703,,-8.805,4.692,,,,
2025-10-14T07:20:36.912716+00:00,11.298,8.067,,-6.074,3.963,,,,
2025-10-14T07:20:37.516128+00:00,11.296,8.117,,-2.283,2.878,,,,
2025-10-14T07:20:38.132718+00:00,11.294,8.854,,1.999,1.502,,,,
2025-10-14T07:20:38.740665+00:00,11.290,9.996,,5.866,0.005,,,,
2025-10-14T07:20:39.343806+00:00,11.286,11.131,,8.669,-1.480,,,,
2025-10-14T07:20:39.946518+00:00,11.281,11.867,,9.950,-2.831,,,,
2025-10-14T07:20:40.557681+00:00,11.276,11.941,,9.467,-3.940,,,,
2025-10-14T07:20:41.168528+00:00,11.270,11.313,,7.279,-4.683,,,,
2025-10-14T07:20:41.773406+00:00,11.263,10.222,,3.819,-4.992,,,,
2025-10-14T07:20:42.376410+00:00,11.256,9.055,,-0.302,-4.849,,,,
2025-10-14T07:20:42.983912+00:00,11.248,8.218,,-4.399,-4.263,,,,
2025-10-14T07:20:43.598692+00:00,11.239,8.021,,-7.744,-3.273,,,,
2025-10-14T07:20:44.203965+00:00,11.230,8.535,,-9.661,-1.998,,,,
2025-10-14T07:20:44.811217+00:00,11.221,9.574,,-9.866,-0.536,,,,
2025-10-14T07:20:45.417363+00:00,11.211,10.763,,-8.320,0.972,,,,
2025-10-14T07:20:46.023697+00:00,11.201,11.680,,-5.297,2.392,,,,
2025-10-14T07:20:46.632124+00:00,11.190,11.999,,-1.320,3.597,,,,
2025-10-14T07:20:47.241774+00:00,11.179,11.598,,2.901,4.474,,,,
2025-10-14T07:20:47.847656+00:00,11.168,10.629,,6.583,4.936,,,,
2025-10-14T07:20:48.454611+00:00,11.156,9.434,,9.100,4.949,,,,
2025-10-14T07:20:49.063005+00:00,11.145,8.439,,10.000,4.507,,,,
2025-10-14T07:20:49.672354+00:00,11.133,8.004,,9.110,3.650,,,,
2025-10-14T07:20:50.278709+00:00,11.121,8.285,,6.604,2.464,,,,
2025-10-14T07:20:50.880925+00:00,11.109,9.169,,2.953,1.063,,,,
2025-10-14T07:20:51.498695+00:00,11.096,10.377,,-1.323,-0.473,,,,
2025-10-14T07:20:52.106778+00:00,11.084,11.431,,-5.297,-1.941,,,,
2025-10-14T07:20:52.709876+00:00,11.072,11.971,,-8.308,-3.222,,,,
2025-10-14T07:20:53.313352+00:00,11.060,11.815,,-9.859,-4.213,,,,
2025-10-14T07:20:53.923986+00:00,11.048,11.006,,-9.665,-4.828,,,,
2025-10-14T07:20:54.535551+00:00,11.037,9.831,,-7.727,-4.996,,,,
2025-10-14T07:20:55.140935+00:00,11.025,8.727,,-4.434,-4.705,,,,
2025-10-14T07:20:55.743746+00:00,11.014,8.077,,-0.374,-3.991,,,,
2025-10-14T07:20:56.351761+00:00,11.003,8.108,,3.785,-2.906,,,,
2025-10-14T07:20:56.966378+00:00,10.993,8.828,,7.301,-1.540,,,,
2025-10-14T07:20:57.571548+00:00,10.983,9.958,,9.464,-0.052,,,,
2025-10-14T07:20:58.179684+00:00,10.973,11.108,,9.953,1.447,,,,
2025-10-14T07:20:58.785694+00:00,10.964,11.859,,8.672,2.809,,,,
