ts_iso,batt_v,airspeed_ms,groundspeed_ms,roll_deg,pitch_deg,yaw_deg,lat,lon,alt_m
2025-10-18T08:37:57.466178+00:00,,,,,,,,,
2025-10-18T08:37:58.075455+00:00,,,,,,,,,
2025-10-18T08:37:58.676882+00:00,,,,,,,,,
2025-10-18T08:37:59.281270+00:00,,,,,,,,,
2025-10-18T08:38:00.260637+00:00,,,,,,,,,
2025-10-18T08:38:00.865902+00:00,,,,,,,,,
2025-10-18T08:38:01.468887+00:00,,,,,,,,,
2025-10-18T08:38:02.686148+00:00,11.124,11.876,,7.527,2.859,,,,
2025-10-18T08:38:03.306423+00:00,11.137,11.929,,9.598,3.974,,,,
2025-10-18T08:38:03.911891+00:00,11.148,11.286,,9.903,4.698,,,,
2025-10-18T08:38:04.524331+00:00,11.160,10.172,,8.429,4.995,,,,
2025-10-18T08:38:05.146791+00:00,11.172,8.978,,5.371,4.821,,,,
2025-10-18T08:38:05.766490+00:00,11.183,8.170,,1.328,4.188,,,,
2025-10-18T08:38:06.372579+00:00,11.194,8.037,,-2.870,3.182,,,,
2025-10-18T08:38:06.975471+00:00,11.205,8.598,,-6.542,1.893,,,,
2025-10-18T08:38:07.580978+00:00,11.215,9.660,,-9.073,0.427,,,,
2025-10-18T08:38:08.192265+00:00,11.225,10.852,,-10.000,-1.092,,,,
2025-10-18T08:38:08.802854+00:00,11.234,11.736,,-9.125,-2.508,,,,
2025-10-18T08:38:09.406258+00:00,11.243,11.993,,-6.646,-3.680,,,,
2025-10-18T08:38:10.010835+00:00,11.251,11.545,,-2.991,-4.521,,,,
2025-10-18T08:38:10.639852+00:00,11.259,10.502,,1.361,-4.960,,,,
2025-10-18T08:38:11.251231+00:00,11.266,9.300,,5.350,-4.920,,,,
2025-10-18T08:38:11.860910+00:00,11.272,8.353,,8.367,-4.426,,,,
2025-10-18T08:38:12.465886+00:00,11.278,8.000,,9.879,-3.533,,,,
2025-10-18T08:38:12.937447+00:00,11.282,8.220,,9.849,-2.609,,,,
2025-10-18T08:38:13.543844+00:00,11.287,9.056,,8.262,-1.216,,,,
2025-10-18T08:38:14.146641+00:00,11.291,10.222,,5.229,0.279,,,,
2025-10-18T08:38:14.764948+00:00,11.294,11.333,,1.172,1.784,,,,
2025-10-18T08:38:15.374714+00:00,11.297,11.947,,-3.045,3.104,,,,
2025-10-18T08:38:16.060806+00:00,11.299,11.797,,-7.101,4.242,,,,
2025-10-18T08:38:16.675587+00:00,11.300,10.961,,-9.391,4.844,,,,
2025-10-18T08:38:17.290370+00:00,11.300,9.773,,-9.968,4.992,,,,
2025-10-18T08:38:17.806665+00:00,11.300,8.822,,-9.044,4.754,,,,
2025-10-18T08:38:18.411375+00:00,11.298,8.112,,-6.492,4.077,,,,
